"?column?";"st_askml"
30;"<MultiGeometry><Polygon><outerBoundaryIs><LinearRing><coordinates>-87.7752,41.87882 -87.7652,41.87882 -87.7652,41.87382 -87.755,41.87382 -87.755,41.87882 -87.755,41.88382 -87.7502,41.88382 -87.75,41.88382 -87.745,41.88382 -87.74,41.88382 -87.74,41.88882 -87.7352,41.88882 -87.7352,41.88382 -87.725,41.88382 -87.725,41.88882 -87.715,41.88882 -87.715,41.89382 -87.71,41.89382 -87.71,41.89882 -87.705,41.89882 -87.705,41.90382 -87.7002,41.90382 -87.7,41.90382 -87.69,41.90382 -87.69,41.90882 -87.6852,41.90882 -87.685,41.90882 -87.68,41.90882 -87.675,41.90882 -87.675,41.91902 -87.68,41.91902 -87.685,41.91902 -87.685,41.92402 -87.69,41.92402 -87.69,41.92902 -87.695,41.92902 -87.695,41.93882 -87.695,41.93902 -87.695,41.94382 -87.695,41.94882 -87.695,41.94902 -87.695,41.95382 -87.6902,41.95382 -87.69,41.95382 -87.685,41.95382 -87.68,41.95382 -87.68,41.95882 -87.675,41.95882 -87.675,41.96382 -87.67,41.96382 -87.67,41.96882 -87.665,41.96882 -87.665,41.97382 -87.66,41.97382 -87.66,41.97882 -87.655,41.97882 -87.655,41.98382 -87.655,41.98882 -87.65,41.98882 -87.65,41.98402 -87.645,41.98402 -87.645,41.97902 -87.645,41.97402 -87.64,41.97402 -87.64,41.96902 -87.635,41.96902 -87.63,41.96902 -87.63,41.95882 -87.635,41.95882 -87.64,41.95882 -87.64,41.95402 -87.635,41.95402 -87.635,41.94902 -87.63,41.94902 -87.63,41.94402 -87.63,41.93902 -87.63,41.93882 -87.63,41.93402 -87.63,41.93382 -87.63,41.92902 -87.625,41.92902 -87.625,41.92402 -87.625,41.91902 -87.62,41.91902 -87.62,41.91402 -87.62,41.90902 -87.62,41.90882 -87.62,41.90402 -87.615,41.90402 -87.615,41.89902 -87.6102,41.89902 -87.61,41.89902 -87.605,41.89902 -87.6,41.89902 -87.6,41.88882 -87.605,41.88882 -87.61,41.88882 -87.61,41.88402 -87.605,41.88402 -87.605,41.87402 -87.605,41.87382 -87.605,41.86902 -87.6152,41.86902 -87.6152,41.86402 -87.6152,41.85902 -87.6252,41.85902 -87.6252,41.85402 -87.63,41.85402 -87.63,41.85902 -87.64,41.85902 -87.6402,41.85902 -87.6502,41.85902 -87.6502,41.85402 -87.6502,41.84902 -87.6552,41.84902 -87.6552,41.84402 -87.6552,41.83902 -87.6602,41.83902 -87.6652,41.83902 -87.6652,41.83402 -87.6702,41.83402 -87.6752,41.83402 -87.6752,41.82902 -87.6802,41.82902 -87.6802,41.82402 -87.6802,41.81902 -87.685,41.81902 -87.6852,41.81902 -87.69,41.81902 -87.695,41.81902 -87.6952,41.81902 -87.7,41.81902 -87.7002,41.81902 -87.705,41.81902 -87.705,41.82402 -87.71,41.82402 -87.71,41.83402 -87.72,41.83402 -87.7202,41.83402 -87.725,41.83402 -87.725,41.83902 -87.73,41.83902 -87.7352,41.83902 -87.7402,41.83902 -87.7402,41.84382 -87.7402,41.84402 -87.7402,41.84882 -87.7402,41.84902 -87.7402,41.85382 -87.7402,41.85402 -87.7402,41.85882 -87.7402,41.85902 -87.7402,41.86382 -87.745,41.86382 -87.7452,41.86382 -87.75,41.86382 -87.7502,41.86382 -87.755,41.86382 -87.7552,41.86382 -87.76,41.86382 -87.7602,41.86382 -87.765,41.86382 -87.7652,41.86382 -87.7702,41.86382 -87.7752,41.86382 -87.7752,41.86882 -87.7752,41.87382 -87.7752,41.87402 -87.7752,41.87882</coordinates></LinearRing></outerBoundaryIs><innerBoundaryIs><LinearRing><coordinates>-87.6602,41.90382 -87.65,41.90382 -87.65,41.91402 -87.6602,41.91402 -87.6602,41.90382</coordinates></LinearRing></innerBoundaryIs><innerBoundaryIs><LinearRing><coordinates>-87.6602,41.88882 -87.65,41.88882 -87.65,41.89902 -87.6602,41.89902 -87.6602,41.88882</coordinates></LinearRing></innerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>-87.7502,41.81902 -87.7502,41.81402 -87.7552,41.81402 -87.7552,41.81902 -87.7502,41.81902</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>-87.6,41.86402 -87.605,41.86402 -87.605,41.86902 -87.6,41.86902 -87.6,41.86402</coordinates></LinearRing></outerBoundaryIs></Polygon></MultiGeometry>"
