name,latitude,longitude,weight,type
743,41.89892,-87.7251,635,potential
744,41.90392,-87.7251,682,potential
745,41.90892,-87.7251,771,potential
746,41.91392,-87.7251,884,potential
747,41.91892,-87.7251,919,potential
748,41.92392,-87.7251,885,potential
749,41.92892,-87.7251,894,potential
750,41.93392,-87.7251,939,potential
751,41.93892,-87.7251,814,potential
752,41.94392,-87.7251,927,potential
753,41.94892,-87.7251,905,potential
754,41.95392,-87.7251,918,potential
755,41.95892,-87.7251,953,potential
756,41.96392,-87.7251,1022,potential
757,41.96892,-87.7251,1102,potential
758,41.97392,-87.7251,1195,potential
759,41.97892,-87.7251,1325,potential
760,41.98392,-87.7251,1331,potential
761,41.98892,-87.7251,1212,potential
762,41.99392,-87.7251,1329,potential
763,41.68892,-87.7201,1525,potential
764,41.69392,-87.7201,1601,potential
765,41.69892,-87.7201,1687,potential
766,41.70392,-87.7201,1740,potential
767,41.70892,-87.7201,1710,potential
768,41.73892,-87.7201,1518,potential
769,41.74392,-87.7201,1372,potential
770,41.74892,-87.7201,1162,potential
771,41.75392,-87.7201,1166,potential
772,41.75892,-87.7201,1237,potential
773,41.76392,-87.7201,1190,potential
774,41.76892,-87.7201,1135,potential
775,41.77392,-87.7201,1015,potential
776,41.77892,-87.7201,1015,potential
777,41.78392,-87.7201,962,potential
778,41.78892,-87.7201,937,potential
779,41.79392,-87.7201,897,potential
780,41.79892,-87.7201,880,potential
781,41.80392,-87.7201,789,potential
782,41.80892,-87.7201,730,potential
783,41.81392,-87.7201,659,potential
784,41.81892,-87.7201,600,potential
785,41.82392,-87.7201,470,potential
786,41.82892,-87.7201,591,potential
787,41.83392,-87.7201,574,potential
788,41.83892,-87.7201,515,potential
789,41.84392,-87.7201,468,potential
790,41.84892,-87.7201,372,potential
791,41.85392,-87.7201,275,potential
792,41.85892,-87.7201,281,potential
793,41.86392,-87.7201,314,potential
794,41.86892,-87.7201,315,potential
795,41.87392,-87.7201,220,potential
796,41.87892,-87.7201,388,potential
797,41.88392,-87.7201,424,potential
798,41.88892,-87.7201,516,potential
799,41.89392,-87.7201,618,potential
800,41.89892,-87.7201,617,potential
801,41.90392,-87.7201,638,potential
802,41.90892,-87.7201,766,potential
803,41.91392,-87.7201,827,potential
804,41.91892,-87.7201,866,potential
805,41.92392,-87.7201,864,potential
806,41.92892,-87.7201,834,potential
807,41.93392,-87.7201,860,potential
808,41.93892,-87.7201,812,potential
809,41.94392,-87.7201,858,potential
810,41.94892,-87.7201,863,potential
811,41.95392,-87.7201,854,potential
812,41.95892,-87.7201,901,potential
813,41.96392,-87.7201,993,potential
814,41.96892,-87.7201,1068,potential
815,41.97392,-87.7201,1154,potential
816,41.97892,-87.7201,1177,potential
817,41.98392,-87.7201,1189,potential
818,41.98892,-87.7201,1258,potential
819,41.99392,-87.7201,1257,potential
820,41.68892,-87.7151,1586,potential
821,41.69392,-87.7151,1661,potential
822,41.69892,-87.7151,1719,potential
823,41.70392,-87.7151,1780,potential
824,41.70892,-87.7151,1756,potential
825,41.73892,-87.7151,1472,potential
826,41.74392,-87.7151,1470,potential
827,41.74892,-87.7151,1150,potential
828,41.75392,-87.7151,1172,potential
829,41.75892,-87.7151,1204,potential
830,41.76392,-87.7151,1188,potential
831,41.76892,-87.7151,1144,potential
832,41.77392,-87.7151,968,potential
833,41.77892,-87.7151,967,potential
834,41.78392,-87.7151,918,potential
835,41.78892,-87.7151,954,potential
836,41.79392,-87.7151,903,potential
837,41.79892,-87.7151,826,potential
838,41.80392,-87.7151,752,potential
839,41.80892,-87.7151,705,potential
840,41.81392,-87.7151,716,potential
841,41.81892,-87.7151,602,potential
842,41.82392,-87.7151,590,potential
843,41.82892,-87.7151,606,potential
844,41.83392,-87.7151,496,potential
845,41.83892,-87.7151,454,potential
846,41.84392,-87.7151,351,potential
847,41.84892,-87.7151,269,potential
848,41.85392,-87.7151,205,potential
849,41.85892,-87.7151,228,potential
850,41.86392,-87.7151,274,potential
851,41.86892,-87.7151,282,potential
852,41.87392,-87.7151,202,potential
853,41.87892,-87.7151,298,potential
854,41.88392,-87.7151,390,potential
855,41.88892,-87.7151,510,potential
856,41.89392,-87.7151,574,potential
857,41.89892,-87.7151,605,potential
858,41.90392,-87.7151,662,potential
859,41.90892,-87.7151,702,potential
860,41.91392,-87.7151,820,potential
861,41.91892,-87.7151,821,potential
862,41.92392,-87.7151,845,potential
863,41.92892,-87.7151,785,potential
864,41.93392,-87.7151,735,potential
865,41.93892,-87.7151,735,potential
866,41.94392,-87.7151,765,potential
867,41.94892,-87.7151,790,potential
868,41.95392,-87.7151,778,potential
869,41.95892,-87.7151,860,potential
870,41.96392,-87.7151,948,potential
871,41.96892,-87.7151,1032,potential
872,41.97392,-87.7151,1099,potential
873,41.97892,-87.7151,1149,potential
874,41.98392,-87.7151,1245,potential
875,41.98892,-87.7151,1163,potential
876,41.99392,-87.7151,1215,potential
877,41.68392,-87.7101,1594,potential
878,41.68892,-87.7101,1675,potential
879,41.69392,-87.7101,1703,potential
880,41.69892,-87.7101,1754,potential
881,41.70392,-87.7101,1745,potential
882,41.73892,-87.7101,1527,potential
883,41.74392,-87.7101,1379,potential
884,41.74892,-87.7101,1150,potential
885,41.75392,-87.7101,1099,potential
886,41.75892,-87.7101,1104,potential
887,41.76392,-87.7101,1155,potential
888,41.76892,-87.7101,1146,potential
889,41.77392,-87.7101,1024,potential
890,41.77892,-87.7101,876,potential
891,41.78392,-87.7101,906,potential
892,41.78892,-87.7101,938,potential
893,41.79392,-87.7101,902,potential
894,41.79892,-87.7101,829,potential
895,41.80392,-87.7101,810,potential
896,41.80892,-87.7101,700,potential
897,41.81392,-87.7101,655,potential
898,41.81892,-87.7101,627,potential
899,41.82392,-87.7101,535,potential
900,41.82892,-87.7101,500,potential
901,41.83392,-87.7101,490,potential
902,41.83892,-87.7101,457,potential
903,41.84392,-87.7101,375,potential
904,41.84892,-87.7101,301,potential
905,41.85392,-87.7101,186,potential
906,41.85892,-87.7101,178,potential
907,41.86392,-87.7101,230,potential
908,41.86892,-87.7101,246,potential
909,41.87392,-87.7101,184,potential
910,41.87892,-87.7101,304,potential
911,41.88392,-87.7101,411,potential
912,41.88892,-87.7101,389,potential
913,41.89392,-87.7101,501,potential
914,41.89892,-87.7101,505,potential
915,41.90392,-87.7101,611,potential
916,41.90892,-87.7101,668,potential
917,41.91392,-87.7101,748,potential
918,41.91892,-87.7101,767,potential
919,41.92392,-87.7101,746,potential
920,41.92892,-87.7101,710,potential
921,41.93392,-87.7101,722,potential
922,41.93892,-87.7101,660,potential
923,41.94392,-87.7101,791,potential
924,41.94892,-87.7101,746,potential
925,41.95392,-87.7101,740,potential
926,41.95892,-87.7101,821,potential
927,41.96392,-87.7101,913,potential
928,41.96892,-87.7101,950,potential
929,41.97392,-87.7101,1020,potential
930,41.97892,-87.7101,1069,potential
931,41.98392,-87.7101,1119,potential
932,41.98892,-87.7101,1123,potential
933,41.99392,-87.7101,1230,potential
934,41.68892,-87.7051,1568,potential
935,41.69392,-87.7051,1644,potential
936,41.69892,-87.7051,1710,potential
937,41.70392,-87.7051,1723,potential
938,41.73892,-87.7051,1473,potential
939,41.74392,-87.7051,1437,potential
940,41.74892,-87.7051,1389,potential
941,41.75392,-87.7051,1090,potential
942,41.75892,-87.7051,1072,potential
943,41.76392,-87.7051,1114,potential
944,41.76892,-87.7051,1124,potential
945,41.77392,-87.7051,970,potential
946,41.77892,-87.7051,935,potential
947,41.78392,-87.7051,886,potential
948,41.78892,-87.7051,848,potential
949,41.79392,-87.7051,813,potential
950,41.79892,-87.7051,794,potential
951,41.80392,-87.7051,712,potential
952,41.80892,-87.7051,698,potential
953,41.81392,-87.7051,607,potential
954,41.81892,-87.7051,520,potential
955,41.82392,-87.7051,479,potential
956,41.82892,-87.7051,409,potential
957,41.83392,-87.7051,404,potential
958,41.83892,-87.7051,380,potential
959,41.84392,-87.7051,285,potential
960,41.84892,-87.7051,221,potential
961,41.85392,-87.7051,161,potential
962,41.85892,-87.7051,118,potential
963,41.86392,-87.7051,180,potential
964,41.86892,-87.7051,224,potential
965,41.87392,-87.7051,225,potential
966,41.87892,-87.7051,332,potential
967,41.88392,-87.7051,358,potential
968,41.88892,-87.7051,476,potential
969,41.89392,-87.7051,494,potential
970,41.89892,-87.7051,526,potential
971,41.90392,-87.7051,561,potential
972,41.90892,-87.7051,615,potential
973,41.91392,-87.7051,689,potential
974,41.91892,-87.7051,744,potential
975,41.92392,-87.7051,705,potential
976,41.92892,-87.7051,694,potential
977,41.93392,-87.7051,676,potential
978,41.93892,-87.7051,635,potential
979,41.94392,-87.7051,625,potential
980,41.94892,-87.7051,688,potential
981,41.95392,-87.7051,678,potential
982,41.95892,-87.7051,790,potential
983,41.96392,-87.7051,866,potential
984,41.96892,-87.7051,875,potential
985,41.97392,-87.7051,960,potential
986,41.97892,-87.7051,1080,potential
987,41.98392,-87.7051,1083,potential
988,41.98892,-87.7051,1073,potential
989,41.99392,-87.7051,1097,potential
990,41.99892,-87.7051,1263,potential
991,42.00392,-87.7051,1215,potential
992,42.00892,-87.7051,1255,potential
993,42.01392,-87.7051,1331,potential
994,42.01892,-87.7051,1382,potential
995,41.68892,-87.7001,1619,potential
996,41.69392,-87.7001,1611,potential
997,41.69892,-87.7001,1692,potential
998,41.70392,-87.7001,1682,potential
999,41.73892,-87.7001,1458,potential
1000,41.74392,-87.7001,1433,potential
1001,41.74892,-87.7001,1408,potential
1002,41.75392,-87.7001,1020,potential
1003,41.75892,-87.7001,1012,potential
1004,41.76392,-87.7001,1093,potential
1005,41.76892,-87.7001,1083,potential
1006,41.77392,-87.7001,955,potential
1007,41.77892,-87.7001,930,potential
1008,41.78392,-87.7001,904,potential
1009,41.78892,-87.7001,842,potential
1010,41.79392,-87.7001,813,potential
1011,41.79892,-87.7001,778,potential
1012,41.80392,-87.7001,690,potential
1013,41.80892,-87.7001,723,potential
1014,41.81392,-87.7001,610,potential
1015,41.81892,-87.7001,590,potential
1016,41.82392,-87.7001,541,potential
1017,41.82892,-87.7001,451,potential
1018,41.83392,-87.7001,384,potential
1019,41.83892,-87.7001,357,potential
1020,41.84392,-87.7001,276,potential
1021,41.84892,-87.7001,293,potential
1022,41.85392,-87.7001,126,potential
1023,41.85892,-87.7001,54,potential
1024,41.86392,-87.7001,159,potential
1025,41.86892,-87.7001,143,potential
1026,41.87392,-87.7001,182,potential
1027,41.87892,-87.7001,306,potential
1028,41.88392,-87.7001,339,potential
1029,41.88892,-87.7001,549,potential
1030,41.89392,-87.7001,453,potential
1031,41.89892,-87.7001,523,potential
1032,41.90392,-87.7001,548,potential
1033,41.90892,-87.7001,595,potential
1034,41.91392,-87.7001,682,potential
1035,41.91892,-87.7001,742,potential
1036,41.92392,-87.7001,706,potential
1037,41.92892,-87.7001,585,potential
1038,41.93392,-87.7001,600,potential
1039,41.93892,-87.7001,589,potential
1040,41.94392,-87.7001,700,potential
1041,41.94892,-87.7001,657,potential
1042,41.95392,-87.7001,639,potential
1043,41.95892,-87.7001,749,potential
1044,41.96392,-87.7001,797,potential
1045,41.96892,-87.7001,830,potential
1046,41.97392,-87.7001,926,potential
1047,41.97892,-87.7001,986,potential
1048,41.98392,-87.7001,1038,potential
1049,41.98892,-87.7001,1057,potential
1050,41.99392,-87.7001,1062,potential
1051,41.99892,-87.7001,1145,potential
1052,42.00392,-87.7001,1161,potential
1053,42.00892,-87.7001,1228,potential
1054,42.01392,-87.7001,1282,potential
1055,42.01892,-87.7001,1329,potential
1056,41.68892,-87.6951,1605,potential
1057,41.70392,-87.6951,1653,potential
1058,41.73892,-87.6951,1543,potential
1059,41.74392,-87.6951,1497,potential
1060,41.74892,-87.6951,1415,potential
1061,41.75392,-87.6951,1283,potential
1062,41.75892,-87.6951,1236,potential
1063,41.76392,-87.6951,1006,potential
1064,41.76892,-87.6951,1054,potential
1065,41.77392,-87.6951,996,potential
1066,41.77892,-87.6951,965,potential
1067,41.78392,-87.6951,876,potential
1068,41.78892,-87.6951,747,potential
1069,41.79392,-87.6951,793,potential
1070,41.79892,-87.6951,721,potential
1071,41.80392,-87.6951,671,potential
1072,41.80892,-87.6951,689,potential
1073,41.81392,-87.6951,577,potential
1074,41.81892,-87.6951,500,potential
1075,41.82392,-87.6951,485,potential
1076,41.82892,-87.6951,383,potential
1077,41.83392,-87.6951,321,potential
1078,41.83892,-87.6951,270,potential
1079,41.84392,-87.6951,214,potential
1080,41.84892,-87.6951,134,potential
1081,41.85392,-87.6951,94,potential
1082,41.85892,-87.6951,73,potential
1083,41.86392,-87.6951,130,potential
1084,41.86892,-87.6951,134,potential
1085,41.87392,-87.6951,163,potential
1086,41.87892,-87.6951,298,potential
1087,41.88392,-87.6951,328,potential
1088,41.88892,-87.6951,587,potential
1089,41.89392,-87.6951,386,potential
1090,41.89892,-87.6951,518,potential
1091,41.90392,-87.6951,575,potential
1092,41.90892,-87.6951,631,potential
1093,41.91392,-87.6951,706,potential
1094,41.91892,-87.6951,714,potential
1095,41.92392,-87.6951,617,potential
1096,41.92892,-87.6951,541,potential
1097,41.93392,-87.6951,571,potential
1098,41.93892,-87.6951,512,potential
1099,41.94392,-87.6951,538,potential
1100,41.94892,-87.6951,598,potential
1101,41.95392,-87.6951,597,potential
1102,41.95892,-87.6951,675,potential
1103,41.96392,-87.6951,743,potential
1104,41.96892,-87.6951,826,potential
1105,41.97392,-87.6951,914,potential
1106,41.97892,-87.6951,909,potential
1107,41.98392,-87.6951,1016,potential
1108,41.98892,-87.6951,1048,potential
1109,41.99392,-87.6951,992,potential
1110,41.99892,-87.6951,1072,potential
1111,42.00392,-87.6951,1125,potential
1112,42.00892,-87.6951,1149,potential
1113,42.01392,-87.6951,1231,potential
1114,42.01892,-87.6951,1294,potential
1115,41.68892,-87.6901,1567,potential
1116,41.69392,-87.6901,1577,potential
1117,41.69892,-87.6901,1620,potential
1118,41.70392,-87.6901,1609,potential
1119,41.70892,-87.6901,1612,potential
1120,41.73892,-87.6901,1510,potential
1121,41.74392,-87.6901,1458,potential
1122,41.74892,-87.6901,968,potential
1123,41.75392,-87.6901,978,potential
1124,41.75892,-87.6901,1021,potential
1125,41.76392,-87.6901,1011,potential
1126,41.76892,-87.6901,1013,potential
1127,41.77392,-87.6901,973,potential
1128,41.77892,-87.6901,921,potential
1129,41.78392,-87.6901,841,potential
1130,41.78892,-87.6901,726,potential
1131,41.79392,-87.6901,762,potential
1132,41.79892,-87.6901,710,potential
1133,41.80392,-87.6901,641,potential
1134,41.80892,-87.6901,659,potential
1135,41.81392,-87.6901,534,potential
1136,41.81892,-87.6901,582,potential
1137,41.82392,-87.6901,491,potential
1138,41.82892,-87.6901,425,potential
1139,41.83392,-87.6901,502,potential
1140,41.83892,-87.6901,334,potential
1141,41.84392,-87.6901,282,potential
1142,41.84892,-87.6901,211,potential
1143,41.85392,-87.6901,172,potential
1144,41.85892,-87.6901,90,potential
1145,41.86392,-87.6901,82,potential
1146,41.86892,-87.6901,176,potential
1147,41.87392,-87.6901,165,potential
1148,41.87892,-87.6901,245,potential
1149,41.88392,-87.6901,296,potential
1150,41.88892,-87.6901,323,potential
1151,41.89392,-87.6901,441,potential
1152,41.89892,-87.6901,461,potential
1153,41.90392,-87.6901,512,potential
1154,41.90892,-87.6901,575,potential
1155,41.91392,-87.6901,637,potential
1156,41.91892,-87.6901,629,potential
1157,41.92392,-87.6901,586,potential
1158,41.92892,-87.6901,530,potential
1159,41.93392,-87.6901,507,potential
1160,41.93892,-87.6901,480,potential
1161,41.94392,-87.6901,562,potential
1162,41.94892,-87.6901,538,potential
1163,41.95392,-87.6901,554,potential
1164,41.95892,-87.6901,681,potential
1165,41.96392,-87.6901,682,potential
1166,41.96892,-87.6901,715,potential
1167,41.97392,-87.6901,808,potential
1168,41.97892,-87.6901,877,potential
1169,41.98392,-87.6901,925,potential
1170,41.98892,-87.6901,965,potential
1171,41.99392,-87.6901,931,potential
1172,41.99892,-87.6901,986,potential
1173,42.00392,-87.6901,1033,potential
1174,42.00892,-87.6901,1164,potential
1175,42.01392,-87.6901,1239,potential
1176,42.01892,-87.6901,1210,potential
1177,41.67892,-87.6851,1554,potential
1178,41.68392,-87.6851,1598,potential
1179,41.68892,-87.6851,1538,potential
1180,41.69392,-87.6851,1539,potential
1181,41.69892,-87.6851,1571,potential
1182,41.70392,-87.6851,1572,potential
1183,41.70892,-87.6851,1569,potential
1184,41.73892,-87.6851,955,potential
1185,41.74392,-87.6851,999,potential
1186,41.74892,-87.6851,939,potential
1187,41.75392,-87.6851,941,potential
1188,41.75892,-87.6851,972,potential
1189,41.76392,-87.6851,973,potential
1190,41.76892,-87.6851,971,potential
1191,41.77392,-87.6851,899,potential
1192,41.77892,-87.6851,880,potential
1193,41.78392,-87.6851,807,potential
1194,41.78892,-87.6851,757,potential
1195,41.79392,-87.6851,724,potential
1196,41.79892,-87.6851,661,potential
1197,41.80392,-87.6851,585,potential
1198,41.80892,-87.6851,579,potential
1199,41.81392,-87.6851,494,potential
1200,41.81892,-87.6851,531,potential
1201,41.82392,-87.6851,475,potential
1202,41.82892,-87.6851,423,potential
1203,41.83392,-87.6851,522,potential
1204,41.83892,-87.6851,321,potential
1205,41.84392,-87.6851,271,potential
1206,41.84892,-87.6851,248,potential
1207,41.85392,-87.6851,231,potential
1208,41.85892,-87.6851,135,potential
1209,41.86392,-87.6851,176,potential
1210,41.86892,-87.6851,147,potential
1211,41.87392,-87.6851,117,potential
1212,41.87892,-87.6851,168,potential
1213,41.88392,-87.6851,266,potential
1214,41.88892,-87.6851,322,potential
1215,41.89392,-87.6851,364,potential
1216,41.89892,-87.6851,462,potential
1217,41.90392,-87.6851,505,potential
1218,41.90892,-87.6851,576,potential
1219,41.91392,-87.6851,626,potential
1220,41.91892,-87.6851,596,potential
1221,41.92392,-87.6851,518,potential
1222,41.92892,-87.6851,494,potential
1223,41.93392,-87.6851,450,potential
1224,41.93892,-87.6851,418,potential
1225,41.94392,-87.6851,488,potential
1226,41.94892,-87.6851,500,potential
1227,41.95392,-87.6851,505,potential
1228,41.95892,-87.6851,606,potential
1229,41.96392,-87.6851,602,potential
1230,41.96892,-87.6851,788,potential
1231,41.97392,-87.6851,829,potential
1232,41.97892,-87.6851,851,potential
1233,41.98392,-87.6851,983,potential
1234,41.98892,-87.6851,907,potential
1235,41.99392,-87.6851,946,potential
1236,41.99892,-87.6851,1048,potential
1237,42.00392,-87.6851,999,potential
1238,42.00892,-87.6851,1044,potential
1239,42.01392,-87.6851,1204,potential
1240,42.01892,-87.6851,1138,potential
1241,41.67892,-87.6801,1512,potential
1242,41.68392,-87.6801,1511,potential
1243,41.68892,-87.6801,1508,potential
1244,41.69392,-87.6801,1507,potential
1245,41.69892,-87.6801,1493,potential
1246,41.70392,-87.6801,1528,potential
1247,41.70892,-87.6801,1524,potential
1248,41.71392,-87.6801,914,potential
1249,41.71892,-87.6801,912,potential
1250,41.72392,-87.6801,910,potential
1251,41.72892,-87.6801,908,potential
1252,41.73392,-87.6801,894,potential
1253,41.73892,-87.6801,929,potential
1254,41.74392,-87.6801,925,potential
1255,41.74892,-87.6801,824,potential
1256,41.75392,-87.6801,935,potential
1257,41.75892,-87.6801,1031,potential
1258,41.76392,-87.6801,984,potential
1259,41.76892,-87.6801,848,potential
1260,41.77392,-87.6801,897,potential
1261,41.77892,-87.6801,850,potential
1262,41.78392,-87.6801,775,potential
1263,41.78892,-87.6801,760,potential
1264,41.79392,-87.6801,657,potential
1265,41.79892,-87.6801,595,potential
1266,41.80392,-87.6801,534,potential
1267,41.80892,-87.6801,554,potential
1268,41.81392,-87.6801,477,potential
1269,41.81892,-87.6801,540,potential
1270,41.82392,-87.6801,538,potential
1271,41.82892,-87.6801,521,potential
1272,41.83392,-87.6801,429,potential
1273,41.83892,-87.6801,565,potential
1274,41.84392,-87.6801,349,potential
1275,41.84892,-87.6801,326,potential
1276,41.85392,-87.6801,302,potential
1277,41.85892,-87.6801,245,potential
1278,41.86392,-87.6801,198,potential
1279,41.86892,-87.6801,125,potential
1280,41.87392,-87.6801,67,potential
1281,41.87892,-87.6801,142,potential
1282,41.88392,-87.6801,211,potential
1283,41.88892,-87.6801,270,potential
1284,41.89392,-87.6801,388,potential
1285,41.89892,-87.6801,416,potential
1286,41.90392,-87.6801,476,potential
1287,41.90892,-87.6801,549,potential
1288,41.91392,-87.6801,607,potential
1289,41.91892,-87.6801,534,potential
1290,41.92392,-87.6801,471,potential
1291,41.92892,-87.6801,392,potential
1292,41.93392,-87.6801,368,potential
1293,41.93892,-87.6801,381,potential
1294,41.94392,-87.6801,464,potential
1295,41.94892,-87.6801,454,potential
1296,41.95392,-87.6801,492,potential
1297,41.95892,-87.6801,534,potential
1298,41.96392,-87.6801,650,potential
1299,41.96892,-87.6801,670,potential
1300,41.97392,-87.6801,731,potential
1301,41.97892,-87.6801,797,potential
1302,41.98392,-87.6801,971,potential
1303,41.98892,-87.6801,988,potential
1304,41.99392,-87.6801,862,potential
1305,41.99892,-87.6801,960,potential
1306,42.00392,-87.6801,962,potential
1307,42.00892,-87.6801,1051,potential
1308,42.01392,-87.6801,1086,potential
1309,42.01892,-87.6801,1201,potential
1310,41.67892,-87.6751,1439,potential
1311,41.68392,-87.6751,1447,potential
1312,41.68892,-87.6751,1461,potential
1313,41.69392,-87.6751,1475,potential
1314,41.69892,-87.6751,1455,potential
1315,41.70392,-87.6751,1553,potential
1316,41.70892,-87.6751,1468,potential
1317,41.71392,-87.6751,841,potential
1318,41.71892,-87.6751,849,potential
1319,41.72392,-87.6751,862,potential
1320,41.72892,-87.6751,876,potential
1321,41.73392,-87.6751,856,potential
1322,41.73892,-87.6751,954,potential
1323,41.74392,-87.6751,869,potential
1324,41.74892,-87.6751,784,potential
1325,41.75392,-87.6751,908,potential
1326,41.75892,-87.6751,913,potential
1327,41.76392,-87.6751,994,potential
1328,41.76892,-87.6751,1156,potential
1329,41.77392,-87.6751,849,potential
1330,41.77892,-87.6751,794,potential
1331,41.78392,-87.6751,724,potential
1332,41.78892,-87.6751,679,potential
1333,41.79392,-87.6751,599,potential
1334,41.79892,-87.6751,546,potential
1335,41.80392,-87.6751,509,potential
1336,41.80892,-87.6751,509,potential
1337,41.81392,-87.6751,488,potential
1338,41.81892,-87.6751,450,potential
1339,41.82392,-87.6751,537,potential
1340,41.82892,-87.6751,549,potential
1341,41.83392,-87.6751,488,potential
1342,41.83892,-87.6751,435,potential
1343,41.84392,-87.6751,389,potential
1344,41.84892,-87.6751,344,potential
1345,41.85392,-87.6751,255,potential
1346,41.85892,-87.6751,218,potential
1347,41.86392,-87.6751,147,potential
1348,41.86892,-87.6751,104,potential
1349,41.87392,-87.6751,13,potential
1350,41.87892,-87.6751,148,potential
1351,41.88392,-87.6751,208,potential
1352,41.88892,-87.6751,265,potential
1353,41.89392,-87.6751,321,potential
1354,41.89892,-87.6751,399,potential
1355,41.90392,-87.6751,445,potential
1356,41.90892,-87.6751,525,potential
1357,41.91392,-87.6751,570,potential
1358,41.91892,-87.6751,524,potential
1359,41.92392,-87.6751,429,potential
1360,41.92892,-87.6751,376,potential
1361,41.93392,-87.6751,343,potential
1362,41.93892,-87.6751,333,potential
1363,41.94392,-87.6751,363,potential
1364,41.94892,-87.6751,373,potential
1365,41.95392,-87.6751,497,potential
1366,41.95892,-87.6751,490,potential
1367,41.96392,-87.6751,536,potential
1368,41.96892,-87.6751,611,potential
1369,41.97392,-87.6751,695,potential
1370,41.97892,-87.6751,758,potential
1371,41.98392,-87.6751,791,potential
1372,41.98892,-87.6751,891,potential
1373,41.99392,-87.6751,825,potential
1374,41.99892,-87.6751,862,potential
1375,42.00392,-87.6751,926,potential
1376,42.00892,-87.6751,982,potential
1377,42.01392,-87.6751,1037,potential
1378,42.01892,-87.6751,1127,potential
1379,41.67892,-87.6701,1424,potential
1380,41.68392,-87.6701,1433,potential
1381,41.68892,-87.6701,1444,potential
1382,41.69392,-87.6701,1389,potential
1383,41.69892,-87.6701,1415,potential
1384,41.70392,-87.6701,1463,potential
1385,41.70892,-87.6701,1404,potential
1386,41.71392,-87.6701,825,potential
1387,41.71892,-87.6701,834,potential
1388,41.72392,-87.6701,845,potential
1389,41.72892,-87.6701,790,potential
1390,41.73392,-87.6701,816,potential
1391,41.73892,-87.6701,864,potential
1392,41.74392,-87.6701,805,potential
1393,41.74892,-87.6701,750,potential
1394,41.75392,-87.6701,842,potential
1395,41.75892,-87.6701,934,potential
1396,41.76392,-87.6701,1012,potential
1397,41.76892,-87.6701,860,potential
1398,41.77392,-87.6701,870,potential
1399,41.77892,-87.6701,779,potential
1400,41.78392,-87.6701,710,potential
1401,41.78892,-87.6701,647,potential
1402,41.79392,-87.6701,531,potential
1403,41.79892,-87.6701,546,potential
1404,41.80392,-87.6701,452,potential
1405,41.80892,-87.6701,456,potential
1406,41.81392,-87.6701,454,potential
1407,41.81892,-87.6701,473,potential
1408,41.82392,-87.6701,498,potential
1409,41.82892,-87.6701,585,potential
1410,41.83392,-87.6701,555,potential
1411,41.83892,-87.6701,547,potential
1412,41.84392,-87.6701,508,potential
1413,41.84892,-87.6701,436,potential
1414,41.85392,-87.6701,323,potential
1415,41.85892,-87.6701,263,potential
1416,41.86392,-87.6701,189,potential
1417,41.86892,-87.6701,136,potential
1418,41.87392,-87.6701,43,potential
1419,41.87892,-87.6701,120,potential
1420,41.88392,-87.6701,200,potential
1421,41.88892,-87.6701,248,potential
1422,41.89392,-87.6701,331,potential
1423,41.89892,-87.6701,408,potential
1424,41.90392,-87.6701,482,potential
1425,41.90892,-87.6701,517,potential
1426,41.91392,-87.6701,517,potential
1427,41.91892,-87.6701,454,potential
1428,41.92392,-87.6701,394,potential
1429,41.92892,-87.6701,291,potential
1430,41.93392,-87.6701,254,potential
1431,41.93892,-87.6701,282,potential
1432,41.94392,-87.6701,324,potential
1433,41.94892,-87.6701,420,potential
1434,41.95392,-87.6701,427,potential
1435,41.95892,-87.6701,497,potential
1436,41.96392,-87.6701,523,potential
1437,41.96892,-87.6701,566,potential
1438,41.97392,-87.6701,614,potential
1439,41.97892,-87.6701,697,potential
1440,41.98392,-87.6701,722,potential
1441,41.98892,-87.6701,772,potential
1442,41.99392,-87.6701,801,potential
1443,41.99892,-87.6701,851,potential
1444,42.00392,-87.6701,921,potential
1445,42.00892,-87.6701,983,potential
1446,42.01392,-87.6701,998,potential
1447,42.01892,-87.6701,1054,potential
1448,41.67892,-87.6651,1402,potential
1449,41.68392,-87.6651,1348,potential
1450,41.68892,-87.6651,1316,potential
1451,41.69392,-87.6651,1328,potential
1452,41.69892,-87.6651,1412,potential
1453,41.70392,-87.6651,1386,potential
1454,41.70892,-87.6651,1382,potential
1455,41.71392,-87.6651,804,potential
1456,41.71892,-87.6651,750,potential
1457,41.72392,-87.6651,717,potential
1458,41.72892,-87.6651,730,potential
1459,41.73392,-87.6651,813,potential
1460,41.73892,-87.6651,788,potential
1461,41.74392,-87.6651,783,potential
1462,41.74892,-87.6651,710,potential
1463,41.75392,-87.6651,786,potential
1464,41.75892,-87.6651,890,potential
1465,41.76392,-87.6651,864,potential
1466,41.76892,-87.6651,830,potential
1467,41.77392,-87.6651,800,potential
1468,41.77892,-87.6651,698,potential
1469,41.78392,-87.6651,656,potential
1470,41.78892,-87.6651,582,potential
1471,41.79392,-87.6651,495,potential
1472,41.79892,-87.6651,469,potential
1473,41.80392,-87.6651,424,potential
1474,41.80892,-87.6651,397,potential
1475,41.81392,-87.6651,343,potential
1476,41.81892,-87.6651,458,potential
1477,41.82392,-87.6651,438,potential
1478,41.82892,-87.6651,574,potential
1479,41.83392,-87.6651,495,potential
1480,41.83892,-87.6651,488,potential
1481,41.84392,-87.6651,435,potential
1482,41.84892,-87.6651,389,potential
