latitude,longitude,weight,grouping,type
41.94892,-87.8551,18,3,trauma
41.94392,-87.8501,18,3,trauma
41.94892,-87.8501,18,3,trauma
41.93892,-87.8501,18,3,trauma
41.94892,-87.8451,18,3,trauma
41.93892,-87.8401,18,3,trauma
41.94392,-87.8401,18,3,trauma
41.93892,-87.8351,18,3,trauma
41.94392,-87.8351,18,3,trauma
41.94892,-87.8351,18,3,trauma
41.93892,-87.8301,18,3,trauma
41.94392,-87.8301,18,3,trauma
41.94892,-87.8301,18,3,trauma
41.66392,-87.5351,18,6,trauma
41.66892,-87.5351,18,6,trauma
41.67392,-87.5351,18,6,trauma
41.67892,-87.5351,18,6,trauma
41.75392,-87.5251,18,10,trauma
41.65392,-87.5351,18,10,trauma
41.67892,-87.5501,18,10,trauma
41.68392,-87.5501,18,10,trauma
41.68892,-87.5501,18,10,trauma
41.69392,-87.5501,18,10,trauma
41.69892,-87.5501,18,10,trauma
41.74892,-87.5401,18,10,trauma
41.75392,-87.5401,18,10,trauma
41.64892,-87.5351,18,10,trauma
41.65892,-87.5351,18,10,trauma
41.70392,-87.5251,18,10,trauma
41.70892,-87.5251,18,10,trauma
41.71392,-87.5251,18,10,trauma
41.71892,-87.5251,18,10,trauma
41.72392,-87.5251,18,10,trauma
41.72892,-87.5251,18,10,trauma
41.73392,-87.5251,18,10,trauma
41.73892,-87.5251,18,10,trauma
41.74392,-87.5251,18,10,trauma
41.74892,-87.5251,18,10,trauma
41.75892,-87.5251,18,10,trauma
41.69392,-87.5251,18,10,trauma
41.73892,-87.5401,18,10,trauma
41.66892,-87.5501,18,10,trauma
41.72892,-87.5701,18,10,trauma
41.73392,-87.5701,18,10,trauma
41.73892,-87.5701,18,10,trauma
41.74392,-87.5701,18,10,trauma
41.74892,-87.5701,18,10,trauma
41.75392,-87.5701,18,10,trauma
41.65392,-87.5501,18,10,trauma
41.65892,-87.5501,18,10,trauma
41.66392,-87.5501,18,10,trauma
41.67392,-87.5501,18,10,trauma
41.68892,-87.5401,18,10,trauma
41.69392,-87.5401,18,10,trauma
41.69892,-87.5401,18,10,trauma
41.70392,-87.5401,18,10,trauma
41.70892,-87.5401,18,10,trauma
41.71392,-87.5401,18,10,trauma
41.71892,-87.5401,18,10,trauma
41.72392,-87.5401,18,10,trauma
41.72892,-87.5401,18,10,trauma
41.73392,-87.5401,18,10,trauma
41.74392,-87.5401,18,10,trauma
41.73392,-87.5301,18,10,trauma
41.73892,-87.5301,18,10,trauma
41.74392,-87.5301,18,10,trauma
41.74892,-87.5301,18,10,trauma
41.75392,-87.5301,18,10,trauma
41.75892,-87.5301,18,10,trauma
41.64892,-87.5251,18,10,trauma
41.65392,-87.5251,18,10,trauma
41.65892,-87.5251,18,10,trauma
41.66392,-87.5251,18,10,trauma
41.66892,-87.5251,18,10,trauma
41.67392,-87.5251,18,10,trauma
41.67892,-87.5251,18,10,trauma
41.68392,-87.5251,18,10,trauma
41.68892,-87.5251,18,10,trauma
41.69892,-87.5251,18,10,trauma
41.72392,-87.5301,18,10,trauma
41.67892,-87.5401,18,10,trauma
41.76392,-87.5601,18,10,trauma
41.71892,-87.5701,18,10,trauma
41.67892,-87.5801,18,10,trauma
41.68392,-87.5801,18,10,trauma
41.68892,-87.5801,18,10,trauma
41.65892,-87.5901,18,10,trauma
41.69392,-87.5801,18,10,trauma
41.66392,-87.5901,18,10,trauma
41.69892,-87.5801,18,10,trauma
41.66892,-87.5901,18,10,trauma
41.70392,-87.5801,18,10,trauma
41.67392,-87.5901,18,10,trauma
41.70892,-87.5801,18,10,trauma
41.70392,-87.5701,18,10,trauma
41.70892,-87.5701,18,10,trauma
41.71392,-87.5701,18,10,trauma
41.72392,-87.5701,18,10,trauma
41.71392,-87.5601,18,10,trauma
41.71892,-87.5601,18,10,trauma
41.72392,-87.5601,18,10,trauma
41.72892,-87.5601,18,10,trauma
41.73392,-87.5601,18,10,trauma
41.73892,-87.5601,18,10,trauma
41.74392,-87.5601,18,10,trauma
41.74892,-87.5601,18,10,trauma
41.75392,-87.5601,18,10,trauma
41.75892,-87.5601,18,10,trauma
41.64892,-87.5551,18,10,trauma
41.71892,-87.5451,18,10,trauma
41.72392,-87.5451,18,10,trauma
41.72892,-87.5451,18,10,trauma
41.73392,-87.5451,18,10,trauma
41.73892,-87.5451,18,10,trauma
41.74392,-87.5451,18,10,trauma
41.74892,-87.5451,18,10,trauma
41.75392,-87.5451,18,10,trauma
41.75892,-87.5451,18,10,trauma
41.64892,-87.5401,18,10,trauma
41.65392,-87.5401,18,10,trauma
41.65892,-87.5401,18,10,trauma
41.66392,-87.5401,18,10,trauma
41.66892,-87.5401,18,10,trauma
41.67392,-87.5401,18,10,trauma
41.68392,-87.5401,18,10,trauma
41.70892,-87.5451,18,10,trauma
41.70392,-87.5601,18,10,trauma
41.69392,-87.5701,18,10,trauma
41.66892,-87.5801,18,10,trauma
41.78892,-87.5951,18,10,trauma
41.79392,-87.5951,18,10,trauma
41.64892,-87.5901,18,10,trauma
41.65392,-87.5901,18,10,trauma
41.65392,-87.5801,18,10,trauma
41.65892,-87.5801,18,10,trauma
41.66392,-87.5801,18,10,trauma
41.67392,-87.5801,18,10,trauma
41.76892,-87.5751,18,10,trauma
41.64892,-87.5701,18,10,trauma
41.65392,-87.5701,18,10,trauma
41.65892,-87.5701,18,10,trauma
41.66392,-87.5701,18,10,trauma
41.66892,-87.5701,18,10,trauma
41.67392,-87.5701,18,10,trauma
41.67892,-87.5701,18,10,trauma
41.68392,-87.5701,18,10,trauma
41.68892,-87.5701,18,10,trauma
41.69892,-87.5701,18,10,trauma
41.74892,-87.5651,18,10,trauma
41.75392,-87.5651,18,10,trauma
41.75892,-87.5651,18,10,trauma
41.76392,-87.5651,18,10,trauma
41.64892,-87.5601,18,10,trauma
41.65392,-87.5601,18,10,trauma
41.65892,-87.5601,18,10,trauma
41.66392,-87.5601,18,10,trauma
41.66892,-87.5601,18,10,trauma
41.67392,-87.5601,18,10,trauma
41.67892,-87.5601,18,10,trauma
41.68392,-87.5601,18,10,trauma
41.68892,-87.5601,18,10,trauma
41.69392,-87.5601,18,10,trauma
41.69892,-87.5601,18,10,trauma
41.70892,-87.5601,18,10,trauma
41.73892,-87.5651,18,10,trauma
41.75892,-87.5751,18,10,trauma
41.77892,-87.5851,18,10,trauma
41.77892,-87.5951,18,10,trauma
41.64892,-87.6001,18,10,trauma
41.65392,-87.6001,18,10,trauma
41.65892,-87.6001,18,10,trauma
41.66392,-87.6001,18,10,trauma
41.76392,-87.5951,18,10,trauma
41.76892,-87.5951,18,10,trauma
41.77392,-87.5951,18,10,trauma
41.78392,-87.5951,18,10,trauma
41.72392,-87.5851,18,10,trauma
41.72892,-87.5851,18,10,trauma
41.73392,-87.5851,18,10,trauma
41.73892,-87.5851,18,10,trauma
41.74392,-87.5851,18,10,trauma
41.74892,-87.5851,18,10,trauma
41.75392,-87.5851,18,10,trauma
41.75892,-87.5851,18,10,trauma
41.76392,-87.5851,18,10,trauma
41.76892,-87.5851,18,10,trauma
41.64892,-87.5801,18,10,trauma
41.68392,-87.5751,18,10,trauma
41.68892,-87.5751,18,10,trauma
41.69392,-87.5751,18,10,trauma
41.69892,-87.5751,18,10,trauma
41.70392,-87.5751,18,10,trauma
41.70892,-87.5751,18,10,trauma
41.71392,-87.5751,18,10,trauma
41.71892,-87.5751,18,10,trauma
41.72392,-87.5751,18,10,trauma
41.72892,-87.5751,18,10,trauma
41.73392,-87.5751,18,10,trauma
41.73892,-87.5751,18,10,trauma
41.74392,-87.5751,18,10,trauma
41.74892,-87.5751,18,10,trauma
41.75392,-87.5751,18,10,trauma
41.76392,-87.5751,18,10,trauma
41.67392,-87.5751,18,10,trauma
41.71392,-87.5851,18,10,trauma
41.75392,-87.5951,18,10,trauma
41.77392,-87.6051,18,10,trauma
41.68392,-87.6151,18,10,trauma
41.68892,-87.6151,18,10,trauma
41.69392,-87.6151,18,10,trauma
41.69892,-87.6151,18,10,trauma
41.70392,-87.6151,18,10,trauma
41.74392,-87.6051,18,10,trauma
41.74892,-87.6051,18,10,trauma
41.76892,-87.6051,18,10,trauma
41.79392,-87.6051,18,10,trauma
41.70392,-87.5951,18,10,trauma
41.70892,-87.5951,18,10,trauma
41.71392,-87.5951,18,10,trauma
41.71892,-87.5951,18,10,trauma
41.72392,-87.5951,18,10,trauma
41.72892,-87.5951,18,10,trauma
41.73392,-87.5951,18,10,trauma
41.73892,-87.5951,18,10,trauma
41.74392,-87.5951,18,10,trauma
41.74892,-87.5951,18,10,trauma
41.75892,-87.5951,18,10,trauma
41.77892,-87.5901,18,10,trauma
41.78392,-87.5901,18,10,trauma
41.64892,-87.5851,18,10,trauma
41.65392,-87.5851,18,10,trauma
41.65892,-87.5851,18,10,trauma
41.66392,-87.5851,18,10,trauma
41.66892,-87.5851,18,10,trauma
41.67392,-87.5851,18,10,trauma
41.67892,-87.5851,18,10,trauma
41.68392,-87.5851,18,10,trauma
41.68892,-87.5851,18,10,trauma
41.69392,-87.5851,18,10,trauma
41.69892,-87.5851,18,10,trauma
41.70392,-87.5851,18,10,trauma
41.70892,-87.5851,18,10,trauma
41.71892,-87.5851,18,10,trauma
41.76892,-87.5901,18,10,trauma
41.69392,-87.5951,18,10,trauma
41.73392,-87.6051,18,10,trauma
41.67392,-87.6151,18,10,trauma
41.70892,-87.6351,18,10,trauma
41.71392,-87.6351,18,10,trauma
41.71892,-87.6351,18,10,trauma
41.72392,-87.6351,18,10,trauma
41.72892,-87.6351,18,10,trauma
41.73392,-87.6351,18,10,trauma
41.65892,-87.6151,18,10,trauma
41.66392,-87.6151,18,10,trauma
41.66892,-87.6151,18,10,trauma
41.67892,-87.6151,18,10,trauma
41.68392,-87.6051,18,10,trauma
41.68892,-87.6051,18,10,trauma
41.69392,-87.6051,18,10,trauma
41.69892,-87.6051,18,10,trauma
41.70392,-87.6051,18,10,trauma
41.70892,-87.6051,18,10,trauma
41.71392,-87.6051,18,10,trauma
41.71892,-87.6051,18,10,trauma
41.72392,-87.6051,18,10,trauma
41.72892,-87.6051,18,10,trauma
41.73892,-87.6051,18,10,trauma
41.76892,-87.6001,18,10,trauma
41.77392,-87.6001,18,10,trauma
41.77892,-87.6001,18,10,trauma
41.78392,-87.6001,18,10,trauma
41.78892,-87.6001,18,10,trauma
41.79392,-87.6001,18,10,trauma
41.64892,-87.5951,18,10,trauma
41.65392,-87.5951,18,10,trauma
41.65892,-87.5951,18,10,trauma
41.66392,-87.5951,18,10,trauma
41.66892,-87.5951,18,10,trauma
41.67392,-87.5951,18,10,trauma
41.67892,-87.5951,18,10,trauma
41.68392,-87.5951,18,10,trauma
41.68892,-87.5951,18,10,trauma
41.69892,-87.5951,18,10,trauma
41.75392,-87.6001,18,10,trauma
41.67392,-87.6051,18,10,trauma
41.64892,-87.6151,18,10,trauma
41.69892,-87.6351,18,10,trauma
41.73392,-87.6501,18,10,trauma
41.73892,-87.6501,18,10,trauma
41.74392,-87.6501,18,10,trauma
41.74892,-87.6501,18,10,trauma
41.75392,-87.6501,18,10,trauma
41.75892,-87.6501,18,10,trauma
41.76392,-87.6501,18,10,trauma
41.68392,-87.6351,18,10,trauma
41.68892,-87.6351,18,10,trauma
41.69392,-87.6351,18,10,trauma
41.70392,-87.6351,18,10,trauma
41.67892,-87.6201,18,10,trauma
41.68392,-87.6201,18,10,trauma
41.68892,-87.6201,18,10,trauma
41.69392,-87.6201,18,10,trauma
41.69892,-87.6201,18,10,trauma
41.70392,-87.6201,18,10,trauma
41.70892,-87.6201,18,10,trauma
41.71892,-87.6201,18,10,trauma
41.72392,-87.6201,18,10,trauma
41.72892,-87.6201,18,10,trauma
41.65392,-87.6151,18,10,trauma
41.71392,-87.6101,18,10,trauma
41.71892,-87.6101,18,10,trauma
41.72392,-87.6101,18,10,trauma
41.72892,-87.6101,18,10,trauma
41.73392,-87.6101,18,10,trauma
41.73892,-87.6101,18,10,trauma
41.74892,-87.6101,18,10,trauma
41.75892,-87.6101,18,10,trauma
41.76392,-87.6101,18,10,trauma
41.76892,-87.6101,18,10,trauma
41.64892,-87.6051,18,10,trauma
41.65392,-87.6051,18,10,trauma
41.65892,-87.6051,18,10,trauma
41.66392,-87.6051,18,10,trauma
41.66892,-87.6051,18,10,trauma
41.67892,-87.6051,18,10,trauma
41.70392,-87.6101,18,10,trauma
41.66892,-87.6201,18,10,trauma
41.67392,-87.6351,18,10,trauma
41.72392,-87.6501,18,10,trauma
41.68392,-87.6601,18,10,trauma
41.68892,-87.6601,18,10,trauma
41.69392,-87.6601,18,10,trauma
41.69892,-87.6601,18,10,trauma
41.70392,-87.6601,18,10,trauma
41.70892,-87.6601,18,10,trauma
41.71392,-87.6601,18,10,trauma
41.71892,-87.6601,18,10,trauma
41.70892,-87.6501,18,10,trauma
41.71392,-87.6501,18,10,trauma
41.71892,-87.6501,18,10,trauma
41.72892,-87.6501,18,10,trauma
41.71892,-87.6401,18,10,trauma
41.72392,-87.6401,18,10,trauma
41.72892,-87.6401,18,10,trauma
41.73392,-87.6401,18,10,trauma
41.73892,-87.6401,18,10,trauma
41.74392,-87.6401,18,10,trauma
41.74892,-87.6401,18,10,trauma
41.65892,-87.6351,18,10,trauma
41.66392,-87.6351,18,10,trauma
41.66892,-87.6351,18,10,trauma
41.67892,-87.6351,18,10,trauma
41.66392,-87.6251,18,10,trauma
41.66892,-87.6251,18,10,trauma
41.67392,-87.6251,18,10,trauma
41.67892,-87.6251,18,10,trauma
41.68392,-87.6251,18,10,trauma
41.68892,-87.6251,18,10,trauma
41.69392,-87.6251,18,10,trauma
41.69892,-87.6251,18,10,trauma
41.70392,-87.6251,18,10,trauma
41.70892,-87.6251,18,10,trauma
41.71392,-87.6251,18,10,trauma
41.71892,-87.6251,18,10,trauma
41.73392,-87.6251,18,10,trauma
41.73892,-87.6251,18,10,trauma
41.66392,-87.6201,18,10,trauma
41.67392,-87.6201,18,10,trauma
41.73392,-87.6301,18,10,trauma
41.70892,-87.6401,18,10,trauma
41.69892,-87.6501,18,10,trauma
41.67392,-87.6601,18,10,trauma
41.74392,-87.6751,18,10,trauma
41.74892,-87.6751,18,10,trauma
41.75392,-87.6751,18,10,trauma
41.75892,-87.6751,18,10,trauma
41.76392,-87.6751,18,10,trauma
41.76892,-87.6751,18,10,trauma
41.77392,-87.6751,18,10,trauma
41.77892,-87.6751,18,10,trauma
42.01892,-87.6751,18,10,trauma
41.77392,-87.6651,18,10,trauma
41.77892,-87.6651,18,10,trauma
41.78392,-87.6651,18,10,trauma
41.67892,-87.6601,18,10,trauma
41.75392,-87.6551,18,10,trauma
41.75892,-87.6551,18,10,trauma
41.76392,-87.6551,18,10,trauma
41.76892,-87.6551,18,10,trauma
41.77392,-87.6551,18,10,trauma
41.67392,-87.6501,18,10,trauma
41.67892,-87.6501,18,10,trauma
41.68392,-87.6501,18,10,trauma
41.68892,-87.6501,18,10,trauma
41.69392,-87.6501,18,10,trauma
41.70392,-87.6501,18,10,trauma
41.74392,-87.6451,18,10,trauma
41.74892,-87.6451,18,10,trauma
41.75392,-87.6451,18,10,trauma
41.75892,-87.6451,18,10,trauma
41.76392,-87.6451,18,10,trauma
41.65892,-87.6401,18,10,trauma
41.66392,-87.6401,18,10,trauma
41.66892,-87.6401,18,10,trauma
41.67392,-87.6401,18,10,trauma
41.67892,-87.6401,18,10,trauma
41.68392,-87.6401,18,10,trauma
41.68892,-87.6401,18,10,trauma
41.69392,-87.6401,18,10,trauma
41.69892,-87.6401,18,10,trauma
41.70392,-87.6401,18,10,trauma
41.71392,-87.6401,18,10,trauma
41.73392,-87.6451,18,10,trauma
41.74392,-87.6551,18,10,trauma
41.76392,-87.6651,18,10,trauma
41.73392,-87.6751,18,10,trauma
41.70392,-87.6851,18,10,trauma
41.77392,-87.6901,18,10,trauma
42.00892,-87.6901,18,10,trauma
42.01392,-87.6901,18,10,trauma
42.01892,-87.6901,18,10,trauma
41.67892,-87.6851,18,10,trauma
41.68392,-87.6851,18,10,trauma
41.68892,-87.6851,18,10,trauma
41.69392,-87.6851,18,10,trauma
41.69892,-87.6851,18,10,trauma
41.71892,-87.6751,18,10,trauma
41.72392,-87.6751,18,10,trauma
41.72892,-87.6751,18,10,trauma
41.73892,-87.6751,18,10,trauma
41.71392,-87.6651,18,10,trauma
41.71892,-87.6651,18,10,trauma
41.72392,-87.6651,18,10,trauma
41.72892,-87.6651,18,10,trauma
41.73392,-87.6651,18,10,trauma
41.73892,-87.6651,18,10,trauma
41.74392,-87.6651,18,10,trauma
41.74892,-87.6651,18,10,trauma
41.75392,-87.6651,18,10,trauma
41.75892,-87.6651,18,10,trauma
41.76892,-87.6651,18,10,trauma
41.78892,-87.6601,18,10,trauma
41.67392,-87.6551,18,10,trauma
41.67892,-87.6551,18,10,trauma
41.68392,-87.6551,18,10,trauma
41.68892,-87.6551,18,10,trauma
41.69392,-87.6551,18,10,trauma
41.69892,-87.6551,18,10,trauma
41.70392,-87.6551,18,10,trauma
41.70892,-87.6551,18,10,trauma
41.71392,-87.6551,18,10,trauma
41.71892,-87.6551,18,10,trauma
41.72392,-87.6551,18,10,trauma
41.72892,-87.6551,18,10,trauma
41.73392,-87.6551,18,10,trauma
41.73892,-87.6551,18,10,trauma
41.74892,-87.6551,18,10,trauma
41.77892,-87.6601,18,10,trauma
41.70392,-87.6651,18,10,trauma
41.70892,-87.6751,18,10,trauma
41.76392,-87.6901,18,10,trauma
41.75392,-87.7001,18,10,trauma
41.76892,-87.7101,18,10,trauma
42.01392,-87.7051,18,10,trauma
42.01892,-87.7051,18,10,trauma
41.68892,-87.7001,18,10,trauma
41.69392,-87.7001,18,10,trauma
41.69892,-87.7001,18,10,trauma
41.70392,-87.7001,18,10,trauma
41.73892,-87.7001,18,10,trauma
41.74392,-87.7001,18,10,trauma
41.74892,-87.7001,18,10,trauma
41.75892,-87.7001,18,10,trauma
41.74892,-87.6901,18,10,trauma
41.75392,-87.6901,18,10,trauma
41.75892,-87.6901,18,10,trauma
41.76892,-87.6901,18,10,trauma
41.73892,-87.6901,18,10,trauma
42.00392,-87.7051,18,10,trauma
41.75892,-87.7101,18,10,trauma
41.97392,-87.7201,18,10,trauma
41.98392,-87.7301,18,10,trauma
41.76892,-87.7201,18,10,trauma
41.68392,-87.7101,18,10,trauma
41.68892,-87.7101,18,10,trauma
41.69392,-87.7101,18,10,trauma
41.69892,-87.7101,18,10,trauma
41.70392,-87.7101,18,10,trauma
41.73892,-87.7101,18,10,trauma
41.74392,-87.7101,18,10,trauma
41.74892,-87.7101,18,10,trauma
41.75392,-87.7101,18,10,trauma
41.76392,-87.7101,18,10,trauma
41.98392,-87.7051,18,10,trauma
41.99392,-87.7051,18,10,trauma
41.99892,-87.7051,18,10,trauma
42.00892,-87.7051,18,10,trauma
41.77392,-87.7051,18,10,trauma
41.98892,-87.7151,18,10,trauma
41.75892,-87.7201,18,10,trauma
41.97392,-87.7301,18,10,trauma
41.98392,-87.7401,18,10,trauma
41.98892,-87.7401,18,10,trauma
41.99392,-87.7401,18,10,trauma
41.96892,-87.7301,18,10,trauma
41.97892,-87.7301,18,10,trauma
41.68892,-87.7201,18,10,trauma
41.69392,-87.7201,18,10,trauma
41.69892,-87.7201,18,10,trauma
41.70392,-87.7201,18,10,trauma
41.70892,-87.7201,18,10,trauma
41.73892,-87.7201,18,10,trauma
41.74392,-87.7201,18,10,trauma
41.74892,-87.7201,18,10,trauma
41.75392,-87.7201,18,10,trauma
41.76392,-87.7201,18,10,trauma
41.97392,-87.7151,18,10,trauma
41.97892,-87.7151,18,10,trauma
41.98392,-87.7151,18,10,trauma
41.99392,-87.7151,18,10,trauma
41.76892,-87.7151,18,10,trauma
41.98892,-87.7251,18,10,trauma
41.77392,-87.7301,18,10,trauma
41.97392,-87.7401,18,10,trauma
41.78392,-87.7501,18,10,trauma
41.98392,-87.7651,18,10,trauma
41.78392,-87.7701,18,10,trauma
41.97892,-87.7651,18,10,trauma
41.98892,-87.7551,18,10,trauma
41.99392,-87.7551,18,10,trauma
41.77892,-87.7501,18,10,trauma
41.96892,-87.7401,18,10,trauma
41.97892,-87.7401,18,10,trauma
41.68392,-87.7301,18,10,trauma
41.68892,-87.7301,18,10,trauma
41.73892,-87.7301,18,10,trauma
41.74392,-87.7301,18,10,trauma
41.74892,-87.7301,18,10,trauma
41.75392,-87.7301,18,10,trauma
41.75892,-87.7301,18,10,trauma
41.76392,-87.7301,18,10,trauma
41.76892,-87.7301,18,10,trauma
41.77892,-87.7301,18,10,trauma
41.97392,-87.7251,18,10,trauma
41.97892,-87.7251,18,10,trauma
41.98392,-87.7251,18,10,trauma
41.99392,-87.7251,18,10,trauma
41.77392,-87.7251,18,10,trauma
41.98892,-87.7351,18,10,trauma
41.77392,-87.7401,18,10,trauma
41.97892,-87.7551,18,10,trauma
41.97392,-87.7651,18,10,trauma
41.77892,-87.7701,18,10,trauma
41.98892,-87.7801,18,10,trauma
41.95892,-87.7651,18,10,trauma
41.96392,-87.7651,18,10,trauma
41.96892,-87.7651,18,10,trauma
41.97392,-87.7551,18,10,trauma
41.98392,-87.7551,18,10,trauma
41.98892,-87.7451,18,10,trauma
41.99392,-87.7451,18,10,trauma
41.73892,-87.7401,18,10,trauma
41.74392,-87.7401,18,10,trauma
41.74892,-87.7401,18,10,trauma
41.75392,-87.7401,18,10,trauma
41.75892,-87.7401,18,10,trauma
41.76392,-87.7401,18,10,trauma
41.76892,-87.7401,18,10,trauma
41.77892,-87.7401,18,10,trauma
41.97392,-87.7351,18,10,trauma
41.97892,-87.7351,18,10,trauma
41.98392,-87.7351,18,10,trauma
41.99392,-87.7351,18,10,trauma
41.77892,-87.7351,18,10,trauma
41.97892,-87.7451,18,10,trauma
41.94892,-87.7551,18,10,trauma
41.94892,-87.7651,18,10,trauma
42.00392,-87.7751,18,10,trauma
41.98392,-87.7801,18,10,trauma
41.98892,-87.7751,18,10,trauma
41.99392,-87.7751,18,10,trauma
41.99892,-87.7751,18,10,trauma
42.00892,-87.7751,18,10,trauma
41.94392,-87.7651,18,10,trauma
41.95392,-87.7651,18,10,trauma
41.98392,-87.7601,18,10,trauma
41.98892,-87.7601,18,10,trauma
41.99392,-87.7601,18,10,trauma
41.99892,-87.7601,18,10,trauma
41.77892,-87.7551,18,10,trauma
41.92892,-87.7551,18,10,trauma
41.93392,-87.7551,18,10,trauma
41.93892,-87.7551,18,10,trauma
41.94392,-87.7551,18,10,trauma
41.95392,-87.7551,18,10,trauma
41.93392,-87.7451,18,10,trauma
41.94392,-87.7451,18,10,trauma
41.97392,-87.7451,18,10,trauma
41.98392,-87.7451,18,10,trauma
41.78892,-87.7451,18,10,trauma
41.97392,-87.7601,18,10,trauma
41.93392,-87.7651,18,10,trauma
41.97892,-87.7751,18,10,trauma
41.97392,-87.7801,18,10,trauma
41.96392,-87.7851,18,10,trauma
41.96892,-87.7851,18,10,trauma
41.95392,-87.7801,18,10,trauma
41.95892,-87.7801,18,10,trauma
41.96392,-87.7801,18,10,trauma
41.96892,-87.7801,18,10,trauma
41.97892,-87.7801,18,10,trauma
41.97392,-87.7751,18,10,trauma
41.98392,-87.7751,18,10,trauma
41.96392,-87.7751,18,10,trauma
41.94392,-87.7801,18,10,trauma
41.94892,-87.7801,18,10,trauma
41.95392,-87.7851,18,10,trauma
41.93392,-87.7901,18,10,trauma
41.93892,-87.7901,18,10,trauma
41.94392,-87.7901,18,10,trauma
41.92392,-87.7901,18,10,trauma
41.91392,-87.7951,18,10,trauma
41.91892,-87.7951,18,10,trauma
41.92392,-87.7951,18,10,trauma
41.92892,-87.7951,18,10,trauma
41.99892,-87.8001,18,10,trauma
41.77392,-87.7951,18,10,trauma
41.97892,-87.8351,18,10,trauma
41.98392,-87.8351,18,10,trauma
41.97392,-87.8301,18,10,trauma
41.97892,-87.8301,18,10,trauma
41.98392,-87.8301,18,10,trauma
41.98392,-87.8251,18,10,trauma
41.97892,-87.8201,18,10,trauma
41.98392,-87.8201,18,10,trauma
41.98892,-87.8201,18,10,trauma
41.97892,-87.8151,18,10,trauma
41.98392,-87.8151,18,10,trauma
41.98892,-87.8151,18,10,trauma
41.99392,-87.8201,18,10,trauma
41.99392,-87.8151,18,10,trauma
41.99892,-87.8201,18,10,trauma
41.99892,-87.8151,18,10,trauma
42.00392,-87.8201,18,10,trauma
42.00392,-87.8151,18,10,trauma
42.00892,-87.8201,18,10,trauma
42.00892,-87.8151,18,10,trauma
42.01392,-87.8151,18,10,trauma
41.97892,-87.8101,18,10,trauma
41.98392,-87.8101,18,10,trauma
41.98892,-87.8101,18,10,trauma
41.99392,-87.8101,18,10,trauma
41.99892,-87.8101,18,10,trauma
42.00392,-87.8101,18,10,trauma
42.00892,-87.8101,18,10,trauma
42.01392,-87.8101,18,10,trauma
41.98392,-87.8051,18,10,trauma
41.98892,-87.8051,18,10,trauma
41.99392,-87.8051,18,10,trauma
41.99892,-87.8051,18,10,trauma
41.77392,-87.8001,18,10,trauma
41.91392,-87.8001,18,10,trauma
41.97892,-87.8051,18,10,trauma
41.77892,-87.7951,18,10,trauma
41.91392,-87.7901,18,10,trauma
41.91892,-87.7901,18,10,trauma
41.92892,-87.7901,18,10,trauma
41.93892,-87.7851,18,10,trauma
41.94392,-87.7851,18,10,trauma
41.94892,-87.7851,18,10,trauma
41.95892,-87.7851,18,10,trauma
41.93392,-87.7801,18,10,trauma
41.92892,-87.7851,18,10,trauma
41.93392,-87.7851,18,10,trauma
41.78892,-87.7851,18,10,trauma
41.77392,-87.7901,18,10,trauma
41.77892,-87.7901,18,10,trauma
41.78392,-87.7901,18,10,trauma
41.99392,-87.7951,18,10,trauma
41.98392,-87.8001,18,10,trauma
41.98892,-87.8001,18,10,trauma
41.99392,-87.8001,18,10,trauma
41.97392,-87.8001,18,10,trauma
41.93892,-87.8251,18,10,trauma
41.94392,-87.8251,18,10,trauma
41.94892,-87.8251,18,10,trauma
41.93892,-87.8201,18,10,trauma
41.94392,-87.8201,18,10,trauma
41.94892,-87.8201,18,10,trauma
41.93892,-87.8151,18,10,trauma
41.94392,-87.8151,18,10,trauma
41.94892,-87.8151,18,10,trauma
41.93892,-87.8101,18,10,trauma
41.94392,-87.8101,18,10,trauma
41.94892,-87.8101,18,10,trauma
41.94392,-87.8051,18,10,trauma
41.94892,-87.8051,18,10,trauma
41.95392,-87.8051,18,10,trauma
41.96892,-87.8051,18,10,trauma
41.97392,-87.8051,18,10,trauma
41.91892,-87.8051,18,10,trauma
41.92392,-87.8051,18,10,trauma
41.94392,-87.8001,18,10,trauma
41.92892,-87.8051,18,10,trauma
41.94892,-87.8001,18,10,trauma
41.93392,-87.8051,18,10,trauma
41.95392,-87.8001,18,10,trauma
41.93892,-87.8051,18,10,trauma
41.96892,-87.8001,18,10,trauma
41.97892,-87.8001,18,10,trauma
41.96892,-87.7951,18,10,trauma
41.97392,-87.7951,18,10,trauma
41.97892,-87.7951,18,10,trauma
41.98392,-87.7951,18,10,trauma
41.98892,-87.7951,18,10,trauma
41.99892,-87.7951,18,10,trauma
41.98392,-87.7901,18,10,trauma
41.98892,-87.7901,18,10,trauma
41.99392,-87.7901,18,10,trauma
41.99892,-87.7901,18,10,trauma
41.77892,-87.7851,18,10,trauma
41.78392,-87.7851,18,10,trauma
41.92392,-87.7851,18,10,trauma
41.99892,-87.7851,18,10,trauma
42.00892,-87.7851,18,10,trauma
41.77892,-87.7801,18,10,trauma
41.78392,-87.7801,18,10,trauma
41.78892,-87.7801,18,10,trauma
41.92392,-87.7801,18,10,trauma
41.92892,-87.7801,18,10,trauma
41.93892,-87.7801,18,10,trauma
41.78392,-87.7751,18,10,trauma
41.92892,-87.7751,18,10,trauma
41.93392,-87.7751,18,10,trauma
